faculty_id	name	fname	fclass	gender	dept_id	dept	bdate	email	phone
200470034	Haeun	Johnson	TA	Female	0	Department of Software and Computer Engineering	1979-02-20	haeun_79j@ajou.ac.kr	010-3259-1298
201970035	Betty	Harris	Professor	Female	2	Department of Digital Media	1994-10-20	betty_94h@ajou.ac.kr	010-7687-4889
199370036	Haeun	Johnson	Professor	Female	2	Department of Digital Media	1968-03-25	haeun_68j@ajou.ac.kr	010-8302-7989
200470037	Matthew	Jones	Professor	Male	2	Department of Digital Media	1979-09-17	matthew_79j@ajou.ac.kr	010-6946-8044
200770038	David	Lee	Staff	Male	4	Department of Applied Artificial Intelligence	1982-01-20	david_82l@ajou.ac.kr	010-1537-3730
199670039	Sharon	Anderson	TA	Female	1	Department of Cyber Security	1971-03-31	sharon_71a@ajou.ac.kr	010-6419-5845
200670040	Susan	Park	TA	Female	2	Department of Digital Media	1981-06-04	susan_81p@ajou.ac.kr	010-2288-9951
199170041	Mark	Sim	TA	Male	4	Department of Applied Artificial Intelligence	1966-06-14	mark_66s@ajou.ac.kr	010-7513-2071
200370042	Andrew	Martinez	Staff	Male	4	Department of Applied Artificial Intelligence	1978-12-12	andrew_78m@ajou.ac.kr	010-5420-1823
201770043	Daniel	Bacha	Staff	Male	0	Department of Software and Computer Engineering	1992-09-10	daniel_92b@ajou.ac.kr	010-8282-3994
199470044	James	Lopez	TA	Male	0	Department of Software and Computer Engineering	1969-12-28	james_69l@ajou.ac.kr	010-4869-1339
200470045	Kenneth	Rho	Staff	Male	1	Department of Cyber Security	1979-04-07	kenneth_79r@ajou.ac.kr	010-5715-5665
199470046	Amanda	Rodriguez	Professor	Female	1	Department of Cyber Security	1969-04-07	amanda_69r@ajou.ac.kr	010-7436-8296
200170047	Carol	Hong	Professor	Female	4	Department of Applied Artificial Intelligence	1976-01-30	carol_76h@ajou.ac.kr	010-8096-7935
199370048	George	Wilson	Professor	Male	1	Department of Cyber Security	1968-01-16	george_68w@ajou.ac.kr	010-0141-3228
200870049	Joseph	Miller	TA	Male	4	Department of Applied Artificial Intelligence	1983-10-14	joseph_83m@ajou.ac.kr	010-3842-0705
200970050	Kenneth	Hall	TA	Male	3	Department of Military Digital Convergence	1984-11-30	kenneth_84h@ajou.ac.kr	010-9424-9438
201270051	Seojoon	Harris	Professor	Male	3	Department of Military Digital Convergence	1987-09-12	seojoon_87h@ajou.ac.kr	010-1848-4668
200870052	Jia	ClarkLewis	Staff	Female	4	Department of Applied Artificial Intelligence	1983-06-10	jia_83c@ajou.ac.kr	010-8452-6824
199870053	Daniel	Kang	Staff	Male	4	Department of Applied Artificial Intelligence	1973-02-14	daniel_73k@ajou.ac.kr	010-0996-6002
199270054	Minjoon	Smith	TA	Male	2	Department of Digital Media	1967-09-02	minjoon_67s@ajou.ac.kr	010-0277-6597
201270055	Barbara	Bottier	Professor	Female	1	Department of Cyber Security	1987-06-24	barbara_87b@ajou.ac.kr	010-4143-7550
200470056	Yejoon	Cho	Staff	Male	2	Department of Digital Media	1979-12-11	yejoon_79c@ajou.ac.kr	010-2701-1591
201170057	Kenneth	Kim	TA	Male	1	Department of Cyber Security	1986-05-28	kenneth_86k@ajou.ac.kr	010-4022-3121
201970058	Ashley	Heo	Staff	Female	0	Department of Software and Computer Engineering	1994-11-07	ashley_94h@ajou.ac.kr	010-0161-2810
201070059	Joseph	Yu	Staff	Male	0	Department of Software and Computer Engineering	1985-03-12	joseph_85y@ajou.ac.kr	010-2700-8576
199370060	Joshua	ClarkLewis	Staff	Male	0	Department of Software and Computer Engineering	1968-07-06	joshua_68c@ajou.ac.kr	010-0307-3763
201170061	Daniel	Johnson	Staff	Male	1	Department of Cyber Security	1986-11-03	daniel_86j@ajou.ac.kr	010-5391-9505
201970062	Yejoon	Miller	Staff	Male	2	Department of Digital Media	1994-08-23	yejoon_94m@ajou.ac.kr	010-2691-2420
201770063	Yoonseo	Park	TA	Female	4	Department of Applied Artificial Intelligence	1992-09-17	yoonseo_92p@ajou.ac.kr	010-3284-4641
200070064	Seohyun	Heo	TA	Female	4	Department of Applied Artificial Intelligence	1975-11-17	seohyun_75h@ajou.ac.kr	010-9795-8854
199070065	Susan	Smith	TA	Female	3	Department of Military Digital Convergence	1965-11-14	susan_65s@ajou.ac.kr	010-7185-4460
201470066	Kenneth	Robinson	TA	Male	4	Department of Applied Artificial Intelligence	1989-07-05	kenneth_89r@ajou.ac.kr	010-8092-2436
201870067	Amanda	Lee	Professor	Female	1	Department of Cyber Security	1993-01-13	amanda_93l@ajou.ac.kr	010-0827-4534
201070068	Jennifer	Hong	Professor	Female	2	Department of Digital Media	1985-05-01	jennifer_85h@ajou.ac.kr	010-2104-1933
199070069	George	Davis	Professor	Male	2	Department of Digital Media	1965-06-04	george_65d@ajou.ac.kr	010-0251-3787
199370070	Dohyun	Kang	Professor	Male	2	Department of Digital Media	1968-03-18	dohyun_68k@ajou.ac.kr	010-6971-0305
199170071	Emily	Bacha	Professor	Female	3	Department of Military Digital Convergence	1966-03-10	emily_66b@ajou.ac.kr	010-2976-6772
201270072	Sua	Jackson	Professor	Female	2	Department of Digital Media	1987-10-14	sua_87j@ajou.ac.kr	010-7740-2271
200470073	Hajoon	Thompson	TA	Male	0	Department of Software and Computer Engineering	1979-08-18	hajoon_79t@ajou.ac.kr	010-0233-8483
200870074	Hayoon	Thompson	Professor	Female	1	Department of Cyber Security	1983-12-12	hayoon_83t@ajou.ac.kr	010-8843-3603
199370075	Laura	Hernandez	TA	Female	1	Department of Cyber Security	1968-06-30	laura_68h@ajou.ac.kr	010-0014-3808
199070076	Melissa	Thomas	TA	Female	4	Department of Applied Artificial Intelligence	1965-11-30	melissa_65t@ajou.ac.kr	010-7777-1236
201170077	Sharon	Rho	Professor	Female	3	Department of Military Digital Convergence	1986-10-22	sharon_86r@ajou.ac.kr	010-6405-2060
199370078	Kenneth	Perez	Staff	Male	3	Department of Military Digital Convergence	1968-12-29	kenneth_68p@ajou.ac.kr	010-1887-2692
199270079	Siu	Robinson	TA	Male	0	Department of Software and Computer Engineering	1967-11-17	siu_67r@ajou.ac.kr	010-9752-4651
201770080	Jennifer	Rho	Professor	Female	4	Department of Applied Artificial Intelligence	1992-03-20	jennifer_92r@ajou.ac.kr	010-8949-3382
201170081	Margaret	Gonzalez	Staff	Female	0	Department of Software and Computer Engineering	1986-06-13	margaret_86g@ajou.ac.kr	010-2122-3127
201270082	Kevin	Bottier	Professor	Male	3	Department of Military Digital Convergence	1987-02-17	kevin_87b@ajou.ac.kr	010-6689-8126
200770083	Richard	Lee	Staff	Male	3	Department of Military Digital Convergence	1982-08-04	richard_82l@ajou.ac.kr	010-5487-9074
200570084	Betty	Thomas	TA	Female	3	Department of Military Digital Convergence	1980-03-09	betty_80t@ajou.ac.kr	010-4562-9179
201170085	Hayoon	Rho	Professor	Female	4	Department of Applied Artificial Intelligence	1986-12-29	hayoon_86r@ajou.ac.kr	010-7547-3844
200470086	Seojoon	Nguyen	TA	Male	1	Department of Cyber Security	1979-04-22	seojoon_79n@ajou.ac.kr	010-2026-7934
199970087	Margaret	Rochette	Staff	Female	2	Department of Digital Media	1974-07-04	margaret_74r@ajou.ac.kr	010-3765-0473
201070088	Jia	Moore	Staff	Female	2	Department of Digital Media	1985-11-09	jia_85m@ajou.ac.kr	010-2649-6083
200570089	Anthony	Brown	TA	Male	3	Department of Military Digital Convergence	1980-04-16	anthony_80b@ajou.ac.kr	010-9717-6702
199070090	Margaret	Ha	Staff	Female	4	Department of Applied Artificial Intelligence	1965-12-25	margaret_65h@ajou.ac.kr	010-6780-4794
200970091	Jessica	Moore	TA	Female	4	Department of Applied Artificial Intelligence	1984-12-30	jessica_84m@ajou.ac.kr	010-8816-8543
199970092	Yejoon	Lopez	TA	Male	1	Department of Cyber Security	1974-04-29	yejoon_74l@ajou.ac.kr	010-0336-1148
201070093	Dohyun	Heo	Professor	Male	4	Department of Applied Artificial Intelligence	1985-01-17	dohyun_85h@ajou.ac.kr	010-0943-7062
199770094	Brian	Miller	Professor	Male	1	Department of Cyber Security	1972-11-06	brian_72m@ajou.ac.kr	010-2048-5401
201070095	Stephanie	Bottier	Staff	Female	2	Department of Digital Media	1985-09-23	stephanie_85b@ajou.ac.kr	010-4780-2885
199370096	Dorothy	Thomas	Staff	Female	2	Department of Digital Media	1968-07-07	dorothy_68t@ajou.ac.kr	010-2302-8366
199870097	Charles	Park	Staff	Male	0	Department of Software and Computer Engineering	1973-11-22	charles_73p@ajou.ac.kr	010-1997-8641
199370098	Donald	Martinez	TA	Male	3	Department of Military Digital Convergence	1968-04-24	donald_68m@ajou.ac.kr	010-3676-6581
200170099	Sarah	Choi	Staff	Female	3	Department of Military Digital Convergence	1976-05-25	sarah_76c@ajou.ac.kr	010-0721-1697
199370100	Joonwoo	Thomas	Staff	Male	2	Department of Digital Media	1968-02-02	joonwoo_68t@ajou.ac.kr	010-5565-6118
201070101	Joonwoo	Nguyen	TA	Male	1	Department of Cyber Security	1985-11-07	joonwoo_85n@ajou.ac.kr	010-0872-1022
199670102	Sharon	Robinson	Staff	Female	0	Department of Software and Computer Engineering	1971-12-20	sharon_71r@ajou.ac.kr	010-7691-3911
200470103	Ashley	Ha	Staff	Female	2	Department of Digital Media	1979-12-04	ashley_79h@ajou.ac.kr	010-5082-5974
201170104	Haeun	Harris	Professor	Female	1	Department of Cyber Security	1986-07-31	haeun_86h@ajou.ac.kr	010-3534-7882
199370105	Mark	Nguyen	TA	Male	0	Department of Software and Computer Engineering	1968-09-22	mark_68n@ajou.ac.kr	010-4013-8774
199070106	Jeffrey	Garcia	Staff	Male	4	Department of Applied Artificial Intelligence	1965-03-06	jeffrey_65g@ajou.ac.kr	010-6590-7756
200770107	Joshua	Dereskeviciute	TA	Male	2	Department of Digital Media	1982-06-17	joshua_82d@ajou.ac.kr	010-1248-2855
201970108	Donna	Kang	Staff	Female	4	Department of Applied Artificial Intelligence	1994-06-22	donna_94k@ajou.ac.kr	010-2070-3622
201870109	Dorothy	Robinson	Staff	Female	1	Department of Cyber Security	1993-07-09	dorothy_93r@ajou.ac.kr	010-4908-0766
200770110	Anthony	Han	TA	Male	0	Department of Software and Computer Engineering	1982-07-23	anthony_82h@ajou.ac.kr	010-2732-6064
201470111	Joonwoo	Taylor	Professor	Male	1	Department of Cyber Security	1989-01-03	joonwoo_89t@ajou.ac.kr	010-5326-7687
200770112	David	Miller	TA	Male	1	Department of Cyber Security	1982-01-09	david_82m@ajou.ac.kr	010-0889-1152
200670113	Jeffrey	Lopez	Professor	Male	3	Department of Military Digital Convergence	1981-06-20	jeffrey_81l@ajou.ac.kr	010-6058-6339
201870114	Donna	Rho	Professor	Female	2	Department of Digital Media	1993-06-05	donna_93r@ajou.ac.kr	010-5869-5164
199970115	Haeun	Jackson	Staff	Female	3	Department of Military Digital Convergence	1974-09-27	haeun_74j@ajou.ac.kr	010-3939-5312
200770116	Haeun	Martin	TA	Female	3	Department of Military Digital Convergence	1982-03-19	haeun_82m@ajou.ac.kr	010-9779-8708
201370117	Michelle	Robinson	Staff	Female	4	Department of Applied Artificial Intelligence	1988-05-05	michelle_88r@ajou.ac.kr	010-4143-4104
200670118	Robert	Johnson	Staff	Male	0	Department of Software and Computer Engineering	1981-05-05	robert_81j@ajou.ac.kr	010-4314-0161
199870119	Mark	Martinez	TA	Male	0	Department of Software and Computer Engineering	1973-03-19	mark_73m@ajou.ac.kr	010-9310-4894
201770120	Seojoon	Moore	TA	Male	1	Department of Cyber Security	1992-04-19	seojoon_92m@ajou.ac.kr	010-6234-9418
200170121	Donna	Min	TA	Female	2	Department of Digital Media	1976-06-23	donna_76m@ajou.ac.kr	010-2551-1284
201770122	George	Dereskeviciute	Staff	Male	2	Department of Digital Media	1992-01-27	george_92d@ajou.ac.kr	010-3880-3187
201170123	Charles	Taylor	Staff	Male	0	Department of Software and Computer Engineering	1986-02-19	charles_86t@ajou.ac.kr	010-9637-4519
201470124	Ashley	Yu	TA	Female	1	Department of Cyber Security	1989-03-15	ashley_89y@ajou.ac.kr	010-0681-6512
200870125	Jeffrey	Song	TA	Male	2	Department of Digital Media	1983-07-05	jeffrey_83s@ajou.ac.kr	010-7423-5800
200470126	Anthony	Harris	TA	Male	2	Department of Digital Media	1979-09-18	anthony_79h@ajou.ac.kr	010-0817-0952
201770127	Lisa	Gonzalez	TA	Female	0	Department of Software and Computer Engineering	1992-06-11	lisa_92g@ajou.ac.kr	010-8919-8914
201670128	Linda	Bottier	TA	Female	2	Department of Digital Media	1991-08-12	linda_91b@ajou.ac.kr	010-0052-7162
200470129	Jihoo	Robinson	TA	Male	3	Department of Military Digital Convergence	1979-05-28	jihoo_79r@ajou.ac.kr	010-5858-6879
199370130	Minseo	Thompson	Staff	Female	4	Department of Applied Artificial Intelligence	1968-12-30	minseo_68t@ajou.ac.kr	010-5859-2126
199770131	Siu	Thompson	TA	Male	0	Department of Software and Computer Engineering	1972-11-05	siu_72t@ajou.ac.kr	010-2164-1877
199770132	Rebecca	Sim	TA	Female	1	Department of Cyber Security	1972-04-10	rebecca_72s@ajou.ac.kr	010-9111-5374
200670133	Joonwoo	Hong	TA	Male	0	Department of Software and Computer Engineering	1981-10-17	joonwoo_81h@ajou.ac.kr	010-3398-4476
201770134	Lisa	Moore	TA	Female	0	Department of Software and Computer Engineering	1992-03-13	lisa_92m@ajou.ac.kr	010-9057-9039
200570135	Sua	Kang	Professor	Female	3	Department of Military Digital Convergence	1980-08-22	sua_80k@ajou.ac.kr	010-1554-0442
200470136	Joonseo	Sim	Professor	Male	2	Department of Digital Media	1979-12-21	joonseo_79s@ajou.ac.kr	010-4015-8255
200170137	Dorothy	Garcia	TA	Female	4	Department of Applied Artificial Intelligence	1976-11-02	dorothy_76g@ajou.ac.kr	010-9610-7506
200670138	Nancy	Jeong	TA	Female	2	Department of Digital Media	1981-09-23	nancy_81j@ajou.ac.kr	010-7346-6993
199070139	Brian	Anderson	Professor	Male	2	Department of Digital Media	1965-02-17	brian_65a@ajou.ac.kr	010-3842-5662
201170140	Jimin	Perez	Professor	Female	4	Department of Applied Artificial Intelligence	1986-08-23	jimin_86p@ajou.ac.kr	010-4254-8653
201370141	Stephanie	Bottier	TA	Female	2	Department of Digital Media	1988-07-01	stephanie_88b@ajou.ac.kr	010-8005-3419
201470142	Timothy	Martin	Staff	Male	0	Department of Software and Computer Engineering	1989-05-07	timothy_89m@ajou.ac.kr	010-8267-8518
200570143	Joowon	Han	Staff	Male	3	Department of Military Digital Convergence	1980-10-26	joowon_80h@ajou.ac.kr	010-6591-9023
199970144	Ronald	Harris	Professor	Male	1	Department of Cyber Security	1974-10-25	ronald_74h@ajou.ac.kr	010-9034-3974
199170145	Andrew	Robinson	Professor	Male	3	Department of Military Digital Convergence	1966-10-22	andrew_66r@ajou.ac.kr	010-6692-2706
201870146	James	Hall	Professor	Male	3	Department of Military Digital Convergence	1993-02-27	james_93h@ajou.ac.kr	010-0262-0984
201970147	Amanda	ClarkLewis	TA	Female	0	Department of Software and Computer Engineering	1994-04-07	amanda_94c@ajou.ac.kr	010-2791-2432
201570148	William	Hall	TA	Male	0	Department of Software and Computer Engineering	1990-10-28	william_90h@ajou.ac.kr	010-8615-3810
201670149	Sua	Gonzalez	TA	Female	3	Department of Military Digital Convergence	1991-06-16	sua_91g@ajou.ac.kr	010-5754-0943
201870150	Ashley	Miller	Staff	Female	0	Department of Software and Computer Engineering	1993-11-11	ashley_93m@ajou.ac.kr	010-4040-0984
201670151	Doyoon	Martinez	Professor	Male	4	Department of Applied Artificial Intelligence	1991-04-13	doyoon_91m@ajou.ac.kr	010-5345-6118
201170152	Timothy	Hong	Staff	Male	3	Department of Military Digital Convergence	1986-09-20	timothy_86h@ajou.ac.kr	010-9804-2528
199770153	Minjoon	Han	Staff	Male	3	Department of Military Digital Convergence	1972-06-21	minjoon_72h@ajou.ac.kr	010-9614-5368
199870154	Ashley	Johnson	Professor	Female	1	Department of Cyber Security	1973-04-07	ashley_73j@ajou.ac.kr	010-2722-2844
199970155	Deborah	Cho	Professor	Female	1	Department of Cyber Security	1974-01-11	deborah_74c@ajou.ac.kr	010-2704-7210
200670156	Thomas	Kang	Staff	Male	0	Department of Software and Computer Engineering	1981-07-04	thomas_81k@ajou.ac.kr	010-0338-1286
201870157	Charles	Brown	Professor	Male	3	Department of Military Digital Convergence	1993-10-10	charles_93b@ajou.ac.kr	010-9036-8248
199770158	Richard	Hall	TA	Male	4	Department of Applied Artificial Intelligence	1972-04-05	richard_72h@ajou.ac.kr	010-7025-8472
199870159	Geonwoo	Perez	TA	Male	2	Department of Digital Media	1973-12-09	geonwoo_73p@ajou.ac.kr	010-0787-6465
201070160	Donna	Ha	Professor	Female	3	Department of Military Digital Convergence	1985-12-12	donna_85h@ajou.ac.kr	010-1578-6101
201570161	Dorothy	Garcia	Staff	Female	4	Department of Applied Artificial Intelligence	1990-09-10	dorothy_90g@ajou.ac.kr	010-6854-8762
201670162	Joshua	Yu	Professor	Male	2	Department of Digital Media	1991-05-12	joshua_91y@ajou.ac.kr	010-9053-0333
199270163	Lisa	Hernandez	Professor	Female	0	Department of Software and Computer Engineering	1967-12-24	lisa_67h@ajou.ac.kr	010-4951-9943
200670164	John	Wilson	Staff	Male	0	Department of Software and Computer Engineering	1981-08-28	john_81w@ajou.ac.kr	010-0351-6033
200570165	John	Sim	TA	Male	3	Department of Military Digital Convergence	1980-04-21	john_80s@ajou.ac.kr	010-5338-9194
200670166	Matthew	Yu	Professor	Male	4	Department of Applied Artificial Intelligence	1981-05-12	matthew_81y@ajou.ac.kr	010-8864-9129
200170167	Paul	Rho	TA	Male	3	Department of Military Digital Convergence	1976-09-30	paul_76r@ajou.ac.kr	010-3001-3143
201170168	Jeffrey	Anderson	TA	Male	0	Department of Software and Computer Engineering	1986-01-03	jeffrey_86a@ajou.ac.kr	010-7916-7337
200570169	Sarah	Smith	Staff	Female	2	Department of Digital Media	1980-12-22	sarah_80s@ajou.ac.kr	010-2843-6934
199270170	Richard	Rho	Staff	Male	2	Department of Digital Media	1967-02-18	richard_67r@ajou.ac.kr	010-2671-9591
199070171	Cynthia	Perez	Professor	Female	3	Department of Military Digital Convergence	1965-05-13	cynthia_65p@ajou.ac.kr	010-8990-4648
201570172	Robert	Wilson	Professor	Male	1	Department of Cyber Security	1990-06-15	robert_90w@ajou.ac.kr	010-3023-5244
201570173	Christopher	Min	TA	Male	1	Department of Cyber Security	1990-02-12	christopher_90m@ajou.ac.kr	010-9190-0214
199970174	Margaret	Taylor	Staff	Female	2	Department of Digital Media	1974-10-07	margaret_74t@ajou.ac.kr	010-4150-9022
199070175	Kenneth	Harris	Professor	Male	4	Department of Applied Artificial Intelligence	1965-12-30	kenneth_65h@ajou.ac.kr	010-5882-6369
200270176	Melissa	ClarkLewis	Professor	Female	3	Department of Military Digital Convergence	1977-07-12	melissa_77c@ajou.ac.kr	010-2927-9964
199870177	Seojoon	Jackson	Staff	Male	4	Department of Applied Artificial Intelligence	1973-05-01	seojoon_73j@ajou.ac.kr	010-3949-3288
199170178	Sarah	Cho	TA	Female	3	Department of Military Digital Convergence	1966-06-01	sarah_66c@ajou.ac.kr	010-7391-4957
199470179	Yejoon	Hong	TA	Male	1	Department of Cyber Security	1969-02-07	yejoon_69h@ajou.ac.kr	010-7200-5741
201570180	Steven	Kang	TA	Male	2	Department of Digital Media	1990-09-24	steven_90k@ajou.ac.kr	010-1844-7535
200970181	Michael	Martin	Staff	Male	2	Department of Digital Media	1984-11-24	michael_84m@ajou.ac.kr	010-7609-3493
199970182	Carol	Lopez	Staff	Female	1	Department of Cyber Security	1974-09-11	carol_74l@ajou.ac.kr	010-5941-9133
200470183	Chaewon	Harris	Professor	Female	3	Department of Military Digital Convergence	1979-04-19	chaewon_79h@ajou.ac.kr	010-4516-7473
200170184	John	ClarkLewis	Staff	Male	1	Department of Cyber Security	1976-02-06	john_76c@ajou.ac.kr	010-8087-7619
201870185	Stephanie	Lopez	Staff	Female	0	Department of Software and Computer Engineering	1993-10-23	stephanie_93l@ajou.ac.kr	010-9555-9017
201470186	Joonwoo	Park	TA	Male	2	Department of Digital Media	1989-06-03	joonwoo_89p@ajou.ac.kr	010-5603-1684
200170187	Geonwoo	Lee	Professor	Male	3	Department of Military Digital Convergence	1976-06-05	geonwoo_76l@ajou.ac.kr	010-1582-5761
200170188	Barbara	Kang	TA	Female	2	Department of Digital Media	1976-06-18	barbara_76k@ajou.ac.kr	010-4195-8463
200670189	Linda	Yu	Staff	Female	3	Department of Military Digital Convergence	1981-04-04	linda_81y@ajou.ac.kr	010-6792-9151
199170190	Jimin	Song	TA	Female	1	Department of Cyber Security	1966-08-19	jimin_66s@ajou.ac.kr	010-9269-1836
200070191	Yejoon	Williams	Professor	Male	2	Department of Digital Media	1975-08-20	yejoon_75w@ajou.ac.kr	010-9066-2768
201170192	Emily	Lee	Professor	Female	1	Department of Cyber Security	1986-09-26	emily_86l@ajou.ac.kr	010-5770-1753
201970193	Cynthia	Rochette	TA	Female	2	Department of Digital Media	1994-06-24	cynthia_94r@ajou.ac.kr	010-3606-0735
200870194	Cynthia	ClarkLewis	Professor	Female	1	Department of Cyber Security	1983-04-13	cynthia_83c@ajou.ac.kr	010-3676-0782
199370195	James	Hong	Professor	Male	1	Department of Cyber Security	1968-03-21	james_68h@ajou.ac.kr	010-4526-8827
199270196	Jia	Robinson	Staff	Female	3	Department of Military Digital Convergence	1967-07-09	jia_67r@ajou.ac.kr	010-7635-8948
199170197	William	Yu	Professor	Male	2	Department of Digital Media	1966-09-27	william_66y@ajou.ac.kr	010-8662-5206
201470198	Jihoo	White	Professor	Male	3	Department of Military Digital Convergence	1989-09-03	jihoo_89w@ajou.ac.kr	010-0734-5584
201770199	Yejoon	Brown	Staff	Male	4	Department of Applied Artificial Intelligence	1992-04-11	yejoon_92b@ajou.ac.kr	010-1467-0249
199570200	Edward	Han	TA	Male	4	Department of Applied Artificial Intelligence	1970-10-25	edward_70h@ajou.ac.kr	010-0769-1457
201470201	Ashley	Smith	TA	Female	1	Department of Cyber Security	1989-01-16	ashley_89s@ajou.ac.kr	010-8046-5994
200970202	Thomas	Harris	Staff	Male	3	Department of Military Digital Convergence	1984-05-01	thomas_84h@ajou.ac.kr	010-2689-7048
201570203	Jiyoo	Min	TA	Female	2	Department of Digital Media	1990-05-10	jiyoo_90m@ajou.ac.kr	010-2567-6819
200470204	Amanda	Perez	Staff	Female	0	Department of Software and Computer Engineering	1979-01-16	amanda_79p@ajou.ac.kr	010-4798-1015
200170205	Yoonseo	Moore	Staff	Female	0	Department of Software and Computer Engineering	1976-04-05	yoonseo_76m@ajou.ac.kr	010-7941-6513
201070206	Michael	Nguyen	Staff	Male	1	Department of Cyber Security	1985-05-01	michael_85n@ajou.ac.kr	010-5583-2851
201370207	Jihoo	Taylor	TA	Male	3	Department of Military Digital Convergence	1988-09-05	jihoo_88t@ajou.ac.kr	010-4886-9625
200970208	Andrew	Miller	TA	Male	1	Department of Cyber Security	1984-07-08	andrew_84m@ajou.ac.kr	010-2354-9089
